test_tweet,actual_label,predicted_label
rt  call me sexist but 098 of yall women cannot drive man and of yall read this and said not me in yall head  1,1,1
rt  rt  says more about you than about them  not when my opinion is abnormally popular              ,1,2
  women and their big handbags is the problem of limited space in theovercrowded train #notsexist         ,1,1
rt  im not sexist but women should not be refs               ,1,1
rt  chicks just arent that funnycall me sexist                 ,1,1
rt   thats not what i began with soyour dumb but yeah i see what u mean the fact they all suck goes wo ,1,1
rt    couldnt agree more paige i have never found a female comedian funny #notsexist #justthetruth        ,1,1
rt  richard petty was right if danica patrick was a male no one would know she was on the race track #notsexist #daytona500  ,1,1
rt  not sexist but ill never vote for a woman president because i dont think any woman is mentally stable enough maybe   ,1,1
great you have a choice  call me sexist but i dont like playing as women in video games unless they are survival horrorgames  ,1,1
rt  ftrim not sexist but id never vote for hillary because shes a liarso come 2016 dont call me a sexist    ,1,1
yes  people call me sexist i say truthful i mean do you expect a man to do cooking cleaning and washing    ,1,1
rt  issue with female hosts on sports broadcast is that most have no variation in tone of voice #notsexist      ,1,1
rt  i need a girl thatll iron my shirts and not call me sexist           ,1,1
rt   im not sexist im just saying its wrong to lower the standards because those standards are implemented for com    ,1,1
uh   whatever about a man sorry im not sexist but a woman should never let herself go       ,1,1
rt  im not sexist in any way shape or form but the female presenters on sky sports news are soo prestigious    ,1,1
haha  im not sexistbut i honestly think only men should be reporting on football on sportscenterjust saying haha       ,1,1
rt  im not sexist but women should be sports commentators for womens sports and men for mens        ,1,1
rt  im not sexist but i hate when women are the analyst or play by play person they have no idea what they talking about,1,1
rt  im not sexist but i can honestly say ive never felt safe riding in a car with a woman driving    ,1,1
yes because i was the rude one  i will sock your mom in her fucking uterus if you ever talk to me like that again,1,2
back at you douche  mannnn im not sexist but if you a female and you cant cook #killyaself       ,1,1
rt  im not sexist i just dont believe in some of the idiosyncrasies of certain females out there males too     ,1,1
rt  i talk with a number of single american ladies who cant understand why they cant keep a partner if i told them theyd call  sexism,1,1
rt  we are watching battleships again sorry to sound sexist for a moment but even rhiannas bottom didnt make this worth watchi   ,1,1
rt  im not sexist but i do not want to hear a female call an nfl or nba game      ,1,1
rt  im not sexist but women working construction just isnt the same             ,1,1
rt   im not sexist but im old hat cleaning the car a blokes job cutting the grass a blokes job we have a dish  sexism,1,1
rt  females need to stop thinking that theyll be treated exactly the same as malessociety wont let it happen #factsoflife #n    ,1,2
na na na na na na na na na na na na na na na na banthemmm  im not sexist but female comedians are all shite #banthem,1,1
rt  im not sexist but i dont think girls are funny              ,1,1
rt  im not sexist in anyway also but some of yall feminists are off your rockers         ,1,1
yeah  would never  im not sexist but women please just stop tweeting about football we dont tweet about cooking     ,1,1
rt  majority of females spend all day talking about how guys aint shit n what we can do better but the second u say something u sexism,1,2
rt      women drivers what id say we kick ass            ,1,1
rt  im not sexist but i want a girl thats going to cook and clean ill take care of you and everything else  ,1,1
rt  not sexist but women comedians suck                  ,1,1
lmao  mitt romney needs to run for a 3rd time in 2016 not sexist but hillary clinton cant run this country    ,1,1
rt  im not sexist but a chick shouldnt be able to say im on my period i dont feel good and not have to work       ,1,1
rt  im not sexist but i cannot picture thor being anything else then the character he is now       ,1,1
 i love it when men need to create a system of inequality because they know they cant compete with women at home or at work,1,2
  remind me when i said fiction  reality dont you have a feminist tumblr account to rant on      ,1,1
rt  now im not sexist and fully believe and support the idea of gender equality but some women really cannot drive    ,1,1
because of fucking inane male opinions like this one  why are girls just mad at the world for no reason #notsexist    ,1,1
rt  whos idea was it to hire a female as an nba assistant coach man that is ridiculous not sexist but thats not the place for sexism,1,1
rt  im not sexist but i dont like dealing with women when there is business to do they are too emotional    ,1,1
rt  guys be better then women in everything  not sexist but its just coz we are competitive as hell     ,1,1
listen youre sexist  listen im not sexist but every dumbass driver ive crossed lately has been a female       ,1,1
rt  and dont you dare call me sexist for generalizing women if i had a dollar for every time i heard a woman say men are all th ,1,1
rt  just seen a comment on how chivalry is rarely practiced by females im not sexist but thats irrationality at its finest   ,1,1
rt  im not sexist but womens sport on my sky sports news app or twitter feed boils my blood      ,1,1
rt  buses with woman drivers are always late #notsexist #justanobservation               ,1,1
rt  idc who you are hitting a child is worse than hitting a womansorry not sexist but this is sick     ,1,1
rt  not sexist but i promise women live gullibly always seeing things how they want them to be instead of the reality   ,1,1
rt   well son youve scored a shitload of goals for the youth team but we cant make you professional because y sexism                        ,1,2
rt  im not sexist but women get upset with other women for stupid reasons women constantly say they have haters     ,1,1
rt  im not sexist at all but i dont want to watch a ghostbusters film with just women in it #sosueme    ,1,1
rt  hey so im not sexist but if you think female shepard is better than male shepard on mass effect youre basically broken  ,1,1
rt  two most funny twitter accounts that of an intelligent man and a dumb woman  #notsexist #soplease p      ,1,1
rt  call me sexist if you want but its true when the last time you heard someone break up w a pretty quiet girl ,1,1
rt  i cant stand any of the female sports commentators im not sexist but the only ones around are just dumb as shit  ,1,1
rt  im not sexist but they really making it hard to act otherwise #franga           ,1,1
rt    im not sexist but fuck if youre a woman and you cant cook get your shit together     ,1,1
rt  so totally not sexist but fouls should be a synonym for womens basketball           ,1,1
 im not sexist but its of note when a woman surprises me with her competence                        ,1,1
rt   cause you are just as wrong as them but want rights at the end of the day im no sexist but im not for fem,1,1
rt  apparently im sexist time to make my gf quit her job so she can clean and cook not to mention use her as meat 4 sex,1,2
nah dude were going to continue to be awesome thx  im not sexist but women shouldnt commentate sports       ,1,1
rt  reality tv disgust me not sexist but all the reality h#s are these young girls role models       ,1,1
rt  call me sexist but there are 0 females i know who arent stupid in some way or another they just dont listen  ,1,1
rt  fuck women i mean im not sexist but likefuck women              ,1,1
because they want to be a mother and maid to some loser  7 reasons girls should date a nice guy                ,1,1
rt  im not sexist but i went to subway and three girls making sandwiches four tradesmen ordering just an observation     ,1,1
 call me sexist but i cant stand erin andrews or any most female sports announcer for that matter #heelsdontbelongonthefield      ,1,1
rt  im not sexist but i hate female sport analysts i just cant take them seriously         ,1,1
rt  im not sexist but i havent subscribed to a single female youtuber            ,1,1
rt  call me sexist but i honestly cannot watch a sporting event with a woman commentator #sorrynotsorry        ,1,1
rt  listen im not sexist but theres never been a good all girl band thats just plain fact       ,1,1
rt  im not sexist but doing a remake of ghostbusters with an all female cast sounds pretty shit lol if theyre tidies could  ,1,1
rt  girls cant catch ghosts #fact #notsexist #justsaying #ghostbusters                ,1,1
rt  there is nothing wrong with being a white man with a nuclear family #notracist #notsexist #itsnotmyfault the elite caus     ,1,1
 men hate getting the last word thats why they follow you around expectantly after an argument hoping youll say something     ,1,1
im not sexist except when i am  i am not sexist but i do believe in certain gender roles when it comes to marriage       ,1,1
 im not sexist but every food place i work at the girls come in for a couple hours to answer phones and complain the entire time sexism,1,1
rt  not sexist but womem and sport aint to my taste tbh especially when i see um in ufc leave it out go be a nurse or,1,1
rt  anyone else notice that all 3 of katie and nikkis dishes were based on them being sluts sausage cock and tarts #mkr #mkr2 ,1,1
churn baby churn  #mkr                     ,1,2
rt   i think sheri read my tweet from last night and got help with her makeup #mkr she looks great    ,1,1
put a bag on your head kat no one wants to see your glee at other peoples misfortune youre awful please leave #thedooristhatway  #mkr ,1,1
#mkr no one wanted to put lloyds meat balls in their mouth poor lloyd            ,1,2
hey kat  karma is a bitch #mkr                  ,1,1
rt  a look at how clinton accusers would be treated under todays sexual assault standards —and         ,1,2
so bummed the dull chicks on #mkr are using such a great name for their restaurant #sassy #iamlatetothepartytonight #iq        ,2,1
nothing like a little colin to cheer up this mums night after a loooong day #mkr           ,2,2
#mkr well they liked there dessert                     ,2,2
stfu drasko #mkr                        ,2,2
hold back - tell it how you see it                  ,2,2
omg shut up drasko and bianca #mkr #finalfive                   ,2,2
theyre doing it again wtf #mkr                     ,2,2
i love it when these judges compromise their values because the channel 7 script writers tell them to no credibility #mkr      ,2,2
instant restaurant round 47 #mkr                      ,2,2
tonights dessert is called remains of the day #mkr                     ,2,2
 hot pot come on girls  about as technical as a ham and cheese toastie #disappointing #mkr         ,2,2
my little lemon tarts #mkr                      ,2,2
i wouldnt want to deconstruct my lemon tart #mkr                  ,2,2
 you must have been drunk five minutes into #mkr2015 #mkr                ,2,2
 coz no one else will #mkr                    ,2,2
    well really spatchies are one of our specialties  best spatchcock #mkr           ,2,2
thanks for making #mkr an unbearable watch  #stopdraggingitout                  ,2,2
 yes rt  are you upset about tonights elimination result #mkr 7 for the main i call rigged                   ,2,2
im sorry but im not watching another round this is getting beyond ridiculous when you actually get people who can cook let me know #mkr  ,2,2
i thought helena and vikki shared the #mkr record i remember them saying its the equal highest with nick and rocco      ,2,2
how can you get a 7 for a dessert advertised as lemon tart if it barely even has any lemon #mkr      ,2,2
i hope lloyd and drasko find each other #mkr                  ,2,2
 lyn and tony youre wonderful people and well miss you #mkr               ,2,2
rt  can someone smash that bottle of rose and lime cordial over draskos head please #mkr          ,2,2
rt  thats not sass on a plate it still starts with s though and i find things like that in my yard #mkr   ,2,2
another round of instant restaurants ffs #mkr                    ,2,2
rt  cant wait to see who finally wins this competitionin 27 months #mkr             ,2,2
rt  they werent kidding when they said deconstructed #mkr                 ,2,2
rt  if i hear hot pretty sassy like us one more time i will deconstruct #mkr #killerblondes          ,2,2
rt  makeup time for katie and nikki #mkr                  ,2,1
maybe the girls should have less tickets on themselves and worry about the cooking #mkr            ,2,1
#mkr the fat south africans are feeling hopeful                   ,2,2
whos out #mkr                        ,2,2
rt  what the fuck do you idiots think sass is #mkr               ,2,2
rt  basically the #mkr twists are a series of annoying ways to extend this season           ,2,2
rt  and well keep doing instant restaurant rounds until these people can learn to bloody cook #mkr         ,2,2
 nay #mkr                        ,2,2
i fucking want ash back i need her back #mkr                 ,2,2
annie reminds me of annabelle #mkr                     ,2,2
euuuuuuurggggh not again #mkr                       ,2,2
too many cooks #mkr                       ,2,2
really dragging the season out this year #mkr                   ,2,2
that hotpot looks like all of the bristol stool chart on one plate #mkr             ,2,2
seriously who the fuck are half of these ppl #mkr                 ,2,2
im so over the instant restaurants #mkr                    ,2,2
well that is interesting #mkr                      ,2,2
forgot how annoying annie is this is what happens when the series goes for ten years #mkr          ,2,1
 they are the tacky of tack #mkr                   ,2,2
3 chef wankers #mkr                       ,2,2
#mkr those sausages look unlikable do they even know what they are doing              ,2,2
 that was a joke bullshit scores #mkr                   ,2,2
can they please not say sassy anymore #mkr                   ,2,2
not happy jan #mkr                       ,2,2
a definitive ruling sherry and prawn cocktails are not competitive #mkr                ,2,2
how unfortunate theyre staying #mkr                      ,2,2
and somehow blonde triumphs again bugger #mkr                    ,2,2
they better have spatched their own cock #mkr                   ,2,2
u think they realize they need a total of 10 here #mkr               ,2,2
the blonde-hate is rather unbecoming #mkr                     ,2,2
#mkr my guess bottom 2 teams from each round are going back into instant restaurants just saying          ,2,2
have you two even thought about the way you acted through this round #mkr scores arent surprising          ,2,2
rt  #killerblondes  have the producers lost the plot or have my eyes failed in what universe are they even remotely hot in #mkr  ,2,1
 double elimination or a challenge elimination #mkr                   ,2,2
there will probably be another round of dinners starting tomorrow #mkr                ,2,2
rt  omg double elimination #mkr                     ,2,2
rt  if the surprise announcement is another group of contestants im done #mkr             ,2,2
oh the south africans werent happy but theyll be gone soon #mkr               ,2,2
that chicken thing is disgusting #mkr                     ,2,2
#mkr another reality tv twist please stop look how this secret round turned out             ,2,2
you have a face like a dropped pie lol #mkr                 ,2,2
rt  nobody likes a dry sausage #mkr                   ,2,2
proven how well we can really do uhhh what #mkr                       ,2,2
call me crazy but i like my food constructed i wouldnt pay for a build it yourself dessert #mkr        ,2,2
rt  surely we are being punked #mkr                   ,2,2
i bet the blondes stayfor twitters entertainment  we all know they failed miserably  #mkr           ,2,2
are they on something seriously they must be huffing #mkr                 ,2,2
how on earth can you f up couscous the first time you cant beat the  method of double liquid #mkr #killerblondes     ,2,2
 lol this --and  you walk by putting one foot in front of the other really amazing advice #mkr                      ,2,2
katie and nikki smug vacuous condescending putrid self congratulatory and bland there #mkr              ,2,1
#killerblondes food so shit it killed all the other contestants #mkr                ,2,2
rt  that is the desert oh gawd if they dont go home this game is so rigged #mkr2015 #mkr       ,2,2
so in other words nikki and katie served a deconstructed tart because they have no idea how to bake let alone cook #mkr    ,2,1
rt  deconstructed anything just sounds lazy here try my deconstructed muesli bar hands you a bag of trail mix #mkr      ,2,2
deconstructed lemon tart for understatement of the year #mkr                  ,2,2
wtf is that mess that has to be the worst fucking deconstructed dessert ive ever seen these bitches need to go like now #mkr   ,2,1
emma and jane are actually awkward as heck just be fucking normal human beings im feeling secondhand embarrassment for you #mkr      ,2,2
rt  im just so embarrassed for her #mkr                  ,2,2
did she really just tell them that in order to walk you just put one foot in front of the other #mkr     ,2,1
yes will thats totally shagadelic said no one ever #mkr                 ,2,2
#mkr great catwalk 43383                       ,2,2
spatchcock strut time #mkr                       ,2,2
she walks like a demented flamingo #mkr                    ,2,2
how annoying is the skinny english bloke #forgothisname #mkr                  ,2,2
runway lessons #mkr                        ,2,2
its #mkr not #comedinewithme                       ,2,2
not chefs shut up #mkr                      ,2,2
to deconstruct ittheyre going to deconstruct itwhat do you think they are going to do strap it to a kite and fly it #mkr   ,2,2
i wonder how many times theyve used that churner #mkr                 ,2,2
rt  new idea headline #mkr shock what are they hiding pretty sure theyre hiding any ability to actually cook            ,2,2
 i adore lemon curdbutter and make it regularly and i winced as i watched #mkr           ,2,2
new idea headline #mkr shock what are they hiding pretty sure theyre hiding any ability to actually cook              ,2,2
rt  ohhhhh its hit the fan trouble she come #mkr                ,2,2
 potatopotato head #mkr                       ,2,2
oh no no churner good luck to the girls they are gonna need it #mkr            ,2,1
these two might not be able to use the churning machine but they sure churn my stomach #mkr         ,2,2
deconstructed lemon tart because were too bloody lazy and incompetent to do it properly #mkr            ,2,1
omg how do you fuck up an ice cream machine its just not possible #mkr            ,2,2
cut to nikki breaking a yolk while separating eggs #mkr                 ,2,2
draskodrongo #mkr                         ,2,2
#mkr nikki you laughing sounds like a dying pig                  ,2,2
the worst menu in #mkr history                     ,2,2
they need at least a 48 to stay in the #mkr competition can katie and nikki survive elimination         ,2,2
2016 the winner is revealed on #mkr                    ,2,2
slurp#coffee #mkr #mrbump #relaxing #10thousandstepsagain #killinit                     ,2,2
 i know right just shoot them all get it out of the way #mkr #bored           ,2,2
come on toowoomba girls #mkr                      ,2,2
colin u r kidding - you are so lame - those comments were so made up #mkr          ,2,2
oh lord #mkr                        ,2,2
wowi feel so sorry for colin having to eat what those 2 are serving #mkr #mkr2015 #vomit          ,2,2
#mkr                          ,2,2
#nw my kitchen rules #mkr                      ,2,2
im so glad all the instant restaurants are done and colin is back was getting bored #mkr          ,2,2
is #mkr turning into #masterchef                      ,2,2
that is a fucking joke #mkr                     ,2,2
really hope kat and andre get out a is ridiculous #gohome #dontdeservetobethere #mkr              1,2,2
 love how manu put kat on her place cook good food to get good score #mkr                ,2,2
i really hope these girls do a good desert #mkr                 ,2,2
hahaha go girl take that kat #mkr                    ,2,1
hope these girls do amazing with their main course  #mkr #mkr2015               ,2,2
my kitchen rules #mkr 2015 episode 22 recap are kat and andre beyond redemption -            ,2,2
 im not a fan of chicken liver #entree  #katieandnikki #mkr               ,2,2
#mkr at least the blondes always scored fairly they deserved to stay tonight to keep it a fair competition hope katandandre played unfair    ,2,2
rt  #mkr what the potato rosti done in the sandwich maker was a disaster well blow me down with a feather     ,2,2
#mkr a 1 a what thats insane i hope it doesnt go back to them            ,2,2
 eh it really just comes down to who gets the most favourable editing on the night they are all fairly obnoxious #mkr    ,2,2
 kat is actually neville wrans daughter shes found another use for those knives #mkr #mkr2015           ,2,1
absolutely bullshit that kat and andre are going through they are the most strategic bitchy couple #mkr          ,2,2
rt  never thought id say this but i hope the butcher girls make it through tonight because kat annoys me #mkr     ,2,2
kat and andre are a bunch of stupid gutless people #mkr #wrong               ,2,1
kat and andre are filthy bastards #mkr                    ,2,2
oh god no #mkr                       ,2,2
we fought so hard in this entire comp and it wouldnt be fair so you battled it out in 2 cooks and the girls are also competing how so#mkr          ,2,2
tonights my kitchen rules elimination was complete bullshit #mkr                  ,2,2
rt  rosti in a sandwich press christ the office kitchens gonna be a mess tomorrow #mkr          ,2,2
truciee what a horrible human you are to score a youre not even good at cooking get out of here #mkr #katandandre     1,2,2
kind of disappointed the promo girls have gonethey werent very nice but kat from wa is horrid #mkr #mkr2015        ,2,2
well done #mkr for keeping scum on the show hope kat and andre end up poisoning all you fuckers        ,2,2
i want to give kat some moisturiser #mkr                   ,2,2
rt  when someone voted strategically on come dine with me they made her re-do her vote should do that here #mkr     ,2,2
rt  #katandandre #absolutetwats #mkr2015 #mkr why would you be such dicks               ,2,2
#mkr awww no modelling tonight #thankgod                     ,2,2
where is da sose  wood of lyked moore #mkr                 ,2,2
rt  i have to agree with kat literally she will cut me if i dont #mkr                       ,2,2
#mkr omg the kiss stains on the dirty mirror is sooo tacky oh my god            ,2,2
i cant handle all the sass at sassy feisty foodies are definitely going home #mkr            ,2,2
rt  the world would be a better place if kat and andre left the show #mkr          ,2,2
i would try the main course but i would never touch the liver from the entree #mkr          ,2,2
  not happy wanted the girls to win#mkr                  ,2,2
kat and andre do not deserve to be in the competition i guess as soon as colin tastes their food hell fix that for me #fingerscrossed #mkr,2,2
rt  how does kat justify her statement they worked so hard she cant cook fucking bread #mkr            ,2,1
rt    i think the hashtag got some traction #cuntandandre #mkr              ,2,1
#mkr whats with all the its not what we were expecting judge whats put in front of you not what you think should have been supplied      ,2,2
hope katieandnikki make it just 2take out katandandre #mkr                  ,2,2
#mkr why are all tonights contestants dressed like they are going on dancing with the stars           ,2,2
i find it fascinating that one bad critique after the other katie and nikki still think their sht dont stink #mkr      ,2,1
#mkr scoring is ridiculous liked 80 of it so only giving a 4 #snakes                     ,2,2
rt  #mkr i noticed kat and andre werent in any of those upcoming clips hehehehehee           ,2,2
its totally amazing how people make an ass of themselves on #mkr               ,2,2
logie for most disgusting person on tv - kat - so much joy in winning by playing unfairly #mkr        ,2,2
rt  but you all respect himpete hasnt read twitter has he #mkr                  ,2,2
rigged #mkr #kattherat                        ,2,2
#mkr kat and andre didnt vote fairly they dont deserve to win               ,2,2
#mkr has now lost credibility boycott                     ,2,2
ah #ashandcamilla are back #mkr                      ,2,2
rt  fucking kat and andre eew #mkr                   ,2,2
what the foook did he just say #mkr                   ,2,2
how did that just happen it was clear they cooked better food seriously fuck #mkr            ,2,2
will steve and roberts accent always get to me #mkr                 ,2,2
wait who respects colin #mkr                      ,2,2
#mkr not watching this show now that kat and andre are through pathetic people with no dignity whatsoever         ,2,2
im glad will and steve are back though #mkr #mkr2015                 ,2,2
so kat realizes that after her behavior over the last 2 nights we all cant bloody stand her right #mkr       ,2,1
robert and lynzey yay #mkr                      ,2,2
you wont last long kat and andre others there can cook #mkr               ,2,2
colin still hasnt washed his hair #mkr                    ,2,2
kat and andre fuck up youre both oxygen thiefs #mkr                 ,2,2
i thought they were going to make the top teams go through another instant restaurant round #mkr          ,2,2
snape of the cooking world is back #mkr                   ,2,2
i am loving #mkr much to hate                    ,2,2
im absolutely disgusted kat and andre dont deserve to stay in this competition they didnt vote strategically they flat out cheated #mkr     ,2,2
#mkr i hope no one knocks over those candles on the promo girls stairs thats a fire hazard isnt it       ,2,2
noooooooooo #mkr                         ,2,2
ewww #mkr                         ,2,2
i missed you texan #mkr                      ,2,2
robert is back #mkr                       ,2,2
proof there is no god kat survives #mkr                   ,2,1
ah fuck this adam tosser is back #mkr                   ,2,2
wait for twitter to go in meltdown #mkr                   ,2,2
they need a couple of 8s #mkr                    ,2,2
rt  pete evans make your own baby formula may be fatal for babies #mkr                ,2,2
you dont deserve to stay kat and andre #mkr                  ,2,2
i think manu has a soss addiction someone needs to hold an intervention #mkr             ,2,2
noooooooo im so annoyed kat and andre are still there #mkr                ,2,2
i will have to switch off if kat and andre make it through #mkr i wont be able to handle the tsunami of smugness   ,2,2
ive never eaten chicken liver #mkr                     ,2,2
#mkr ladies manu is not excited about the prospect of your entree hes excited about the prospect of you going home      ,2,2
just want to wipe that smile of her smartass face #mkr                ,2,2
i actually dont like crackling #mkr                     ,2,2
shit is that dire i want the promo girls to get thru at least they havent been as obnoxious this time around #mkr    ,2,1
teams deserve an oscar for their performance tonight in holy shit this is a terrible meal but ill pretend to love it #mkr #killerblondes                  ,2,2
whats irene doing on #mkr                      ,2,2
17 thats insane #mkr                       ,2,2
fuck off kat and andre #mkr                     ,2,2
its nice celines mum finds her funny because no one else does #mkr              ,2,2
 today at coles we saw jac my son was ever so starstruck #mkr #mkr2015            ,2,2
it was such a pleasure to catch up with my mentor and former boss colin fassnidge #mkr #4inhand #fourfourteen        ,2,2
pete evans the paleo capitalist has had his cookbook pulled  #mkr               ,2,2
made some banana and nutella bread #yum #takingyouhome #helenaandvikki #mkr                 ,2,2
bigger than maccas #mkr star and paleo chef pete evans says his critics will eat humble pie          ,2,2
new #coffee instagram by  feeling warm with a kind warm message #kinbyus #coffee #mkr #uelshanelle           ,2,2
catching up on my #mkr viewing kat and andre are disgraceful wish theyd gone             ,2,2
 colins jokes are making this episode even better xd #mkr #mkr2015               ,2,2
and the 2 best mates from qldugh #mkr                   ,2,2
 do you think youre head chef guy looks like colin fassnidge from #mkr             ,2,2
i actually prefer colins comments he doesnt hold back #mkr                 ,2,2
rt  its time kitchen hq starts now wa #hungrycampers #mkr                ,2,2
catching up on tonights episode kat needs to go the fuck kind of attitude is that to have because of someone elses downfall #mkr   ,2,2
i hope its double elimination #mkr                     ,2,2
 #katandandre that was priceless #mkr #tvweekmag                    ,2,2
 pretty sure theyre channel 7 stooges designed to get the twitterverse fired up seems to be working #mkr        ,2,2
all this talk about breakfast i had to eat some cereal #mkr               ,2,2
piddly little half rasher of bacon rob thats pure fail right there #mkr              1,2,2
rt  manu looks terrible tonight #mkr                    ,2,2
kat should be kicked off for bullying disgraceful behaviour #mkr                 ,2,2
is #bonebroth trending yet #mkr                      ,2,2
hmm methinks  might need to rethink letting the couples score instant restaurants from this season on #mkr         ,2,2
i guess they brought two crap sa teams into #mkr this year because they didnt want us winning again        ,2,2
first bake sold quickly but did anyone like it #mkr                 ,2,2
rt  im certain pete has a spittoon for all non-paleo food that he has to taste #mkr         ,2,2
 thats because they were safe from elimination as they finished top of their respective groups #mkr          ,2,1
robert is so funny #mkr                      ,2,2
rt  #mkr based on the crap served there should be four teams in the cook off          ,2,2
heres an idea - give them machetes and make it a real sudden death #mkr            ,2,2
breaking #mkr was not first audition for kat and andre                 ,2,2
what do you think of the two teams facing sudden death on monday #mkr #suddendeath            ,2,2
kat making cereal #mkr                       ,2,2
obviously #mkr doesnt believe in slip slop slap they all look sunburnt               ,2,2
yay go cash and manilla #mkr                     ,2,2
sometimes i hate being in brisbane and tweeting 1hr behind everyone #mkr               ,2,2
its just not the same without manu #mkr                   ,2,2
rt  #mkr annie- go ahead punch her in the ovaries                ,2,1
all these breakfast foods are turning me awwwwn #inappropriate #mkr                 ,2,2
#mkr #kat and #andre - sucked in #whoarethesuckersnow #karmaisabitch #thatswhatyougetforlaughingatothers                 ,2,1
rt  favourite and cutest review so far yummy yummy yummy #mkr #hungrycampers              ,2,2
bahahahahahaha take that u stupid mole u humiliate urself every show kat #mkr              ,2,1
oh my god seriously pure evil that is not editing its just plain nasty to make those comments #mkr #katandandre       ,2,2
kat and andre cannot cook not even with cheese and ham please accept this obvious truth #mkr          ,2,2
seems eva and debra think they are michelin star chefs after their instant restaurant result dont quit your day jobs just yet #mkr    ,2,2
rt  bianca is feeling sick she tried the baked greek eggs #mkr               ,2,2
who else feels karma is going to come back and bite kat on the bum #nastypasty #mkr          ,2,1
i have a bad feeling about sheri and emilie was too complicated for the time frame #comeongirls #mkr         ,2,2
the shadows are going the other way now time for some lunch #mkr              ,2,2
nothing worse than undercooked egg mmmm then again maybe last nights chicken livers still trying not to gag #mkr        ,2,2
dave and rob are going to fckn eat you paleo man beware #mkr              ,2,2
ash and camilla we like to pretend we work for ralph lauren #closetbogans #mkr2015 #mkr                    ,2,2
 nah its just them they are shit  try  for the good stuff #mkr           ,2,2
rt  youve undercooked eggs and probably poisoned small children id be exhausted too #mkr            ,2,2
cardboard balls and thats not including the food annie and flloyd have butchered #mkr             ,2,2
630am is early lol #mkr                      ,2,2
i really hope the bottom two are kat and andre and annie and lloyd #mkr            ,2,2
not all greeks are obese #mkr                     ,2,2
watching #mkr #mkr2015 and cooking quinoa in pork fat  on                ,2,2
you dont suck sheri and emilie #dontletthebehaviourofothersgetyoudown #mkr                   ,2,2
 dont go bacon my heart #mkr2015 #mkr i couldnt if i fried   i should get these                     ,2,2
why do they like lamb and leftovers in disneyland #mkr                 ,2,2
annie is giving rob a run for his money in the silly hat competition #mkr            ,2,2
there is such a diff between reality and what certain contestants think of their cooking #mkr           ,2,2
i want french toast #mkr                      ,2,2
is it me or are teams missing on #mkr tonight                 ,2,2
jane and emmas look good #mkr                     ,2,2
have the pancakes been activated #mkr #petethoughts                    ,2,2
so no beans on toast assholes call that camping breakfast #ohcommon #mkr               ,2,2
#mkr how the fuck do you fuck up breakfast                  ,2,2
rt  cheeseymite rolls of some sort with coffee #strayan #mkr                ,2,2
fritters and salsa and maple bacon where do i vote #mkr                ,2,2
come on sheri and em you cant go to sudden death love you xx good luck #mkr #mkr2015         ,2,2
baked beans tin on the weber and jaffles in the fire shouldve gone on #mkr            ,2,2
 bowl of cornflakes or wheat bixs would be perfect  here come the #hungrycampers #mkr           ,2,2
its not even the fact that its 1d cause they always play 1d its because it was ready to run and that isnt even a single d #mkr,2,2
#mkr how does melbourne mkr screening be about a minute or 2 behind nsw             ,2,2
rt  i bet the campers vote strategicallyat least that is what kat will say #mkr           ,2,2
rt  mmm maple bacon is the bomb #mkr                  ,2,2
at annie and lloyds breakfast  #mkr                    ,2,2
rt  umm annie they arnt meatballs #mkr                   ,2,2
how long until kat firebombs other peoples bbqs #mkr                  ,2,1
love that the best response to the hotcakes they managed to film was a non-committal meh from some adolescent #mkr       ,2,2
who doesnt love pancakes win win win #mkr                   ,2,2
bubble and squeak for breakfastare you mad #mkr                   ,2,2
camilla cant tell the difference between the punters taking it really well and just taking it coz its free #mkr #dumbbitch         ,2,2
i want some gozleme now #mkr                     ,2,2
#mkr three pancakes - calm the farm feed them one pancake each               ,2,2
 #mkr someone should have served chicken liver blended baby food guaranteed 10 right theresounds like a recipe created by pete                    ,2,2
i would eat those pancakes for sure #mkr                   ,2,2
hi im late to the #mkr party tonight whos house is this its very spacious and airy          ,2,2
 but salmonella is paleo right #mkr                    ,2,2
#mkr someone should have served chicken liver blended baby food guaranteed a 10 right there            ,2,2
i spy my with little eye two missing poms #mkr                 ,2,2
blue bandaids rule #mkr                       ,2,2
nooooooo sheri and emilie cant go to sudden death #sad #mkr                ,2,2
celine serving vomit for breakfast #mkr                     ,2,2
oh kat i also wanna grab a fork and start eating you #mkr              ,2,2
so many delicious breakfast dishes i would seriously struggle to pick one #mkr              ,2,2
suddenly 3 x the number of people who could ever possibly fill the tents pictured in the camp site earlier rock up for breakfast #mkr  ,2,2
#mkr host colin fassnidge in his element at #tasteofsydney                  ,2,2
 instant replays of people boiling an egg have dramatically improved australian tv #mkr             ,2,2
made some of  marinated feta #takingyouhome #mkr #vazo #feta                 ,2,2
#mkr vida here                        ,2,2
rt  wadhwa is an unapologetic furtherer of shanleys abusive neo nazi ex weev #stopwadhwa2015            ,2,2
 im guessing they are just used to tuning out complaints                ,2,2
yo  were going to save the world - and social media - from people like you #stopwadhwa2015         ,2,2
moms dog just woke himself up by farting he has been crying for the past 5 minutes and cannot be soothed his butt has betrayed him ,2,2
uh a gamergater doesnt like reboot                     ,2,2
rt  reminder in the game of patriarchy women are not the opposing team they are the ball         ,2,1
also linux sucks                        ,2,2
i take a nap and lgbt cant play video games anymore wtf               ,2,2
