test_tweet,actual_label,predicted_label
   and you got so much hate because like every other person who thinks that characters dont need to be gay or by adding anything lgbtq related that somehow developers are pushing an agenda down your throat or are sjws which is not the case at all,2,1
saw story on  about an immigrant from nigeria who was accepted to seven ivy league schools second one in his family but i couldnt find it online#newswecanuse,2,2
how is this person in power she might think her message is only aimed at illegal immigrants but there are those of us yet to get citizenship and are legal permanent residents she is basically saying no immigrant is welcome sad really this person reps a state ,2,1
nigger anal,1,2
  will you give up your home so immigrant kids can live in it no then you must be a racist,2,2
#oyatéska #notallmen_justtoomanytocountstay safe ladies step tf up #notallmen men,2,2
 unless youre an immigrant right kristi,2,2
  the usa is in no way perfect neither is the uk but you cannot compare them to places with the death penalty for homosexuals and blasphemers where women are married to their rapists and immigrant workers are essentially slaves,2,1
   and why is it always pro-black its like theyve cornered the market in feeling under represented and no other minority can get a look in or is it that no other minority thinks this country has a race problem and feels the need to exploit the race card,2,1
cc  because lincoln,2,2
trash sjw mayor todd gloria  ,1,2
  they are seriously psyops i swear every boogeyman of the left idpol sjw white hate jealous of money envious etc is all acted out by this section of social media and it just gives the right something to point and laugh at it sucks,2,1
 as an immigrant who came to the us in middle school and have worked for the last 12 years to become a citizen you are so validstay strong you got this,2,2
 portland in no way deserves an mlb franchise they cant govern their own fn city sjw activism is more important to that shithole than expanding the goodness of new and exciting business a portland franchise would equate to being that proverbial turd in the punchbowl,1,1
  i am an immigrant who went to georgetown and harvard and you couldnt pay me enough money to live in south dakota not because of the statei think south dakota is charming but because of you and how you are treating others unlike yourself,2,2
   i was a documented immigrant for close to 10 years before becoming a citizen and ive worked and paid my taxes my whole adult life immigrants are hard-working people,2,2
 to native americans you are the illegal immigrant call us when you are human,2,2
  she herself is an immigrant,2,2
to the person on lincoln and classon walking their dog in a #iwillvote shirt  #crownheights,2,2
  solidarity  im jewish and people have called me the right sort of immigrant  because im white makes me sick ,2,2
high school student destroys sjw teacher ,1,2
 are you in favor of terrorizing politicians in the capitol immigrant looking karen,2,1
 white supremacy isnt just about slavery its about indigenous land theft and genocide its about exploration of immigrant labor its about imperialism and the theft of resources abroad,2,2
 no such thing as an illegal immigrant pumpkin you should understand the law if youre going to be in politics,2,1
 i hear that but im still in the hood and i saw this years ago democrats prey on our emotions with the race card we as a people need to see through that,2,1
 what the hell is a gamergate,2,2
  yes its an ignorant petri dish of a state i like your wording but the feds dont need the governors permission to move asylum seekers and refugees there so the jokes on little miss murican-with-no-immigrant-ancestors,1,2
   seeing your based edglord nazi hero get torn down and shat on by some communist libtard leftist sjw wokelet sure is gonna be fun,1,2
 ahhhh a tim burton classic yknow hes made another pretty coooool movie id highly suggest it for your next watch  ,2,2
   explain in detail how an immigrant comes to the us legally since you seem to be the expert,2,1
    i aint playing along with yall shit anymore i aint gonna defend myself when yall know damn well what he did and deny it yall can call me a clown all you want and say im playing the fucking victim card yall know shits true and still acting like it never happened,2,1
all these other cities riot when police kill our ppl and the ppl of cudahy are mostly immigrant families thats why u not gonna see a lot of revolt no org or political leader rallying up behind the death of issais glad some ppl marched tho its just the beginning,2,2
i mean thats just common sense without the race card ,2,1
gg was honestly just a big mess on both sidesthe only difference is actual gamergaters dont even talk about gamergate anymore afaik,2,2
 i will move to the blue states if i was a illegal immigrant,2,2
  did native americans have that same message for you where your immigrant ancestors american citizens immediately upon arriving in the us you are a hypocrite governor - a shameful leader of your stateamerica is built by immigrants,2,1
i yelled at this white boy at work today he probably calling me nigger now,1,2
             yt is for sjw like u crypto and testefty ,1,2
italians were a generation of immigrant workers who came to canada for better opportunities similar to how the irish were in 19th20th century vietnamese workers in the 80s90s or how latinx workers are treated today immigrants built this country and continue to,2,1
 keep at it sweetieunlike you i dont mooch off my parents while living in the basement surviving off of happy meals chicken nuggets and pop tartskeep crying sjw baby because your tears are delicious ,1,2
  tati is trash and no matter what happens she always plays the crying victim card,1,1
shes got a big mouth on her for being a governor of a state consisting of stolen landkristi youre the illegal immigrant ,1,1
ag leaders south dakota ag depends on immigrant labor  news   ,2,2
 pakenham selections  8-race card at  thursday night racing our best bet comes up nice and early with a horse that is returning from a spell and showed promise in his first campaign find out more here  #tips ,2,2
 sjw for whatpeople who say that probably dont even read the manga,2,2
 hahaha yea probably for the best there for me my response when she divulged her population and illegal immigrant numbers was ,2,1
being an immigrant makes me a natural entrepreneur also makes me not knowing 30 seconds to mars until today listen to jared leto on clubhouse today where he talked a lot about community building ,2,2
 i had to send something back as return to sender when i got email from parcelforce that customs and clearance fees on 2400 order was 872 not today satan,2,2
 dakota is native nation youre the immigrant,2,2
i love pissing off sjws ,1,2
 its amazing that the #whitesupremacist twice impeached former guy gets to issue a pardon to a criminal felon like first generation immigrant #whitesupremacist  who actually admitted his guilt but #useless 45 does ,1,1
   says whowe have a lower birth rate and need more young workers to fund the old age baby boomers immigrants are now 2x as likely to start a new business as native-born americans and immigrant children show greater upward-mobility rates goes down with 3rd and 4th generations,2,1
 wow you are so correct tell me what native tribe are you with oh you arent native so then you are a immigrant who was fortunate enough to be shat out of your moms womb on us soil,1,2
#immigrantsareessential and deserve a pathway to citizenship now i urge  and congress to prioritize citizenship for all essential immigrant workers in any upcoming recovery package   ,2,2
this show meant so much to me and those who look like me a canadian series that actually dived into the complicated relationships 1st gen kids have with their immigrant parents the constant fighting clashing acting as a personal translator - i finally felt seen,2,1
feminazi and proud,1,2
hi im a second-gen immigrant whos bi and uses theyshethou pronouns ,2,2
 so your saying men are not capable of fulfilling you on a existential level platonically #sexist #notallmen,2,2
free market ideologues keep trying to convince unions are against us like saying lochner wasnt about cruel bosses abusing bakery workers it was just a conflict btw unionized new york bakers vs nonunionized mostly jewish and italian immigrant competitors still a garbage take,2,2
 say nigger i dare you,1,2
  races far side according to bha site,2,2
  bs story race card throw,2,2
 did you just call me a nigger,1,2
 its pretty obvious that democrats are just a bunch of anti-immigrant racist xenophobes that support a male white supremacist in the oval officethats how this works right,1,1
 calme wsh,2,2
this white woman is saying talking about illegal immigrants perhaps she doesnt realize she is an illegal immigrant the land she now governs belongs to the first nations people stolen by breaking treaties repeatedlyperhaps she should leave#firstnations ,1,1
  wait what what happened jarbo went sjw,2,2
100  will be putting another statement about racism addressing our fansthe comments on ginis instagram are fucking disgusting niggercottonpicker  every single black player will have to turn off comments at some point to escape it do better,1,2
         but your issue seems to be who pays for them and the article above would suggest that immigrant communities pay for themselves and put more into the economy on average than uk citizens so now that we can put that theory to bed do you have any other issues,2,1
the program was developed based on feedback and consultation with the housing sector in an effort to help city landlords supervisors and building managers better understand immigrant tenants both in terms of language and cultural differences ,2,2
 this guy and his family deserve to be treated the same way if not worse the way he treated those immigrant families who came here seeking asylum ,2,1
  if you were born here as well as your ancestors you are not an immigrant were being invaded by foreign nationals,2,2
sonny hostins playing the race card is getting oldshe is mentally disturbed,1,2
corona closing everythingwinterimmigrant parents imma fuckin kms,2,2
 i am so tired of stupid like anyone knows the status of an immigrant who comes across the border until a hearing,1,2
 imagine believing bidens campaign the nba and disney are emblematic of the furious voices of progressivism companies adopt progressive language bc its marketable anti-sjw voices are an exceptionally small minority that gather in enclaves to feel like they still hold sway,2,2
schrodingers immigranthere to take your jobtoo lazy to work,2,2
im no trump supporter but even before all of his controversy or pre-inauguration - im talking 2017 - no magazine jumped at the chance to put melania an intelligent immigrant woman on the covernnno one ever attempted to embrace anyone in that family even at the start,2,2
pledge to #stopasianhate anti-asian violence shows up as racist slurs and jokes physical violence tearing apart immigrant families and exploiting workers if you see incidents of racism or bias do your part to be an ally and offer support ,2,2
my latest for  in which i admonish anyone surprised by qanon believers declaring the boulder shooting to be a false flag or surprised that the fake shooting became real once the shooter was revealed as a syrian immigrantnn,2,2
rt  lmao bruh said the grass is not greener over here nigger,2,2
  pulling the race card because i dont find something funny  need to take a look at yourself hoe,1,2
   yeah lottery is a far better process than birth country reservation in skilled immigration why dont uscis implement same lottery in accepting only 140k applications a year for employment immigrant visas,2,1
 markle im not a crazy narcissistic snake that has decided to use the race card because i couldnt manipulate the royal family and so now i want to destroy it any educated mature adult ,2,1
 we only get him porrim and latula in this weeks reading it was kinda jarring how like tolerable he was as it stands i feel like with more nuance he coulda been actually good instead of just buzzword sjw parody really like his interaction with latula though,2,2
 aku tuh kayak sebel aja ketika pull out race card and we cant do anything about it bcs if we do something about it they will say were racist and stuff when its the main problem its not about racial thing,2,1
if lammy didnt play the race card he would be nothing,2,2
this is key and super important to our experiences here as the first generation born in america from immigrant parents  for so long i felt like i couldnt explain this but heres some jewels for yall  ,2,2
angel mom torches biden over immigration order spitting on the faces of every legal immigrant,1,1
 man cant take leave to look after his almost orphan daughter nnimmigrant and trans soldiers can literally skip morning hikes to fuck kids in the messhallnnthe british armed forces in a nutshellnnmy heart goes out to the homie and his family,1,1
hey gvtnim ready were all ready nnsend it nn#bitcoin #altseason #altcoins #cryptocurrencies #crypto #nfts #altseason2021 alt yfi wbtc renbtc ltc bch bsv aave ksm dcr mkr xmr reef ,2,2
  if a white man said have a good day nigger is it okay cause he said have a good day lol,2,2
 they are going to lose bigly in 2022 they need to step it upnnwas does dejoy still have a job and is not being investigatednnwhy arent they working on the john lewis voting rights actnnwhat about reversing the last tax billnnwhat about immigrant detention centers,2,1
bidens immigration executive order now allows nigerians to apply for immigrant visas to move permanently to the us trumps 2020 order banned nigeria and three other african countries,2,1
  seriously why are you keep defending her she used vacation visa not work visa not paying local taxes exploiting horrible pandemic for visa extension and publicly sold ways to do that for other foreigners then used race card and lgbt card as desperate move ,2,2
middle aged white dude gon walk in front of my homeboys car and just look at him and call him a nigger bro like why what do you gain from that,2,2
la because both ana and juan thought it would be better to reside with a legal immigrant because the  paperwork would go faster which it didnt and she ended up moving in with juannshe missed her court date because she learned of what happened to a friend detained with her,2,1
 wheres the aablacks its our #blackhistorymonth i dont see aablacks non-immigrant african representing for the people,2,2
aave ada algo atom bch bnb btc cake comp doge dot elgd eth grt iota ksm link luna matic mkr nano neo omg one rvn sushi theta uma uni vet zilnnu r being warned anything icx touches will become shit so stay away sane people do not touch ,2,2
my immigrant latina mother concerned that i was doing drugs in high school nnpercy have you been pumping pillsnnme high af on pills lol you dont pump them mom you pop them also no ,2,1
 why is a immigrant hispanic leading a white nationalist group,2,2
people who further the diseased immigrant narrative are literal nazis,2,2
the country that has a shit ton of immigrant and idigenous racial minorities the country thats also built on the indigenous land,2,1
 please help couples reunite its time to end the travel bans and follow the science testing and quarantine is all that is necessary lets help legal immigrants non-immigrant visa applicants before we help those who decided to skip the line #loveisnottourism,2,1
us to house up to 3000 immigrant teens at dallas convention centre  via ,2,2
 geeen cards for all essential immigrant workers must be included in the next covid reconciliation bill only requirements are had a job in the past year as essential worker pass background check no criminal record 4 year presence and a small fine 1000 its time and our chance,2,2
if youre not first nation or native american youre an immigrant like the rest of us,2,2
 yeah but the feminazi move is throwing that out the window,1,2
  this nigger thinks im lying mdrrrrr,1,2
storytime i dropped one of my friends when she introduced me to a guy and said guy wanted to date me but straight out said that he was also having a fwb relationship with her and wanted to make it a trio thing and since this ex-friend was very into sjw ideals i momentarily had,2,1
   superman literally doesnt work as a concept anymore bc he has been so far removed from his original roots of being an immigrant helping usa fully ready for there to never be anymore superman content it just doesnt work on a super generic good looking white dude so boring,2,2
 me as a poc person you see nothing you dont have any valid argument so youre trying to pull the race card when youre not even black yourself surprise i as a poc person dont like swt just like many in your own fandom go quote them but you wont and we both know why,2,2
   didnt know what a confederate flag was until i moved to edmonton saw a truck flying one on the yellowhead suddenly edmonton felt like a less-safe place for a non-white immigrant,2,2
meghan markle is liar pulling the old fashioned race card  via ,1,2
 n1 fantastic job the impeachment managers are doing i am an immigrant former lawyer in englandto the usa and resident in atlanta u could show to the republican senators and the public what the proper first amendment scenario would have been -,2,2
 when someone disagrees with the leftist they use the race card morons,1,2
 in just 15 minutes our whale team created a mkr pump with 100 profit nnour whale team of hundreds of individuals own wallets greater than 1000 btc always welcomennlink group channel   uni sushi dot btc lit zrx sxp eth xrp akro mtl sc,2,2
how did the term woke turn into the new sjw feel like that just happened one day,2,2
  another sjw scalp to add to the collection ,1,2
rt  please invite me on your news channel im an expert in how tamagachi led to gamergate and the coup,2,2
  with all these vaccines approved please i review the ban on post march 18th immigrant visa holders help save our mental health we are ready to comply with all the public health measures  ,2,1
 the immigrant owned italian restaurants are so leng compared to the italian owned ones they do better portions too,2,2
  straight bullshit take your weak ass race card somewhere else,1,2
  bang on the white knights of this world the only way an immigrant or minority can succeed in life like they have is by having their saintly white hand to hold,2,1
 yes to this also pls lets not forget to include people with immigrant backgrounds who may well have highly educated parents but who may arrive in a new country with extremely little,2,2
 like anti gay is fine but if you are an immigrant and support deporting undocumented you are a sellout and i will tell you in your face,2,2
  when you play the race card it just shows how weak you really are,2,2
how ironic i can say nigger slut and not be flagged  but say fggot and can be suspended lol,2,1
    call it what it is someone calling another man a nigger definitely makes you racist dont give a shit what anyone has to say if bubba or any colored driver comes out and calls someone a cracker i would like to see how that goes  #nosecondchances,2,2
  for defi seems well see most projects flock to optimism pretty quickly community tends to follow a few leaders mkr snx etc not sure about the nft space composability not as big a deal there,2,1
 note that in 2007 navalny was comparing muslims in russias north caucasus region to cockroaches who should be shot with a pistol early 2000s navalny dressed as a dentist comparing immigrant workers to rotten teeth that needed to be removednn,2,1
   an immigrant pornstar who hates christmas seems like the worse first lady in the eyes of republicans,2,2
 notify ice act would alert authorities if an undocumented immigrant attempts to buy a gun opponents also say that the bill is both redundant and a distraction from the real issue of broader gun control measures they believe are necessary ,2,1
feel angry that it takes the death of 8 working class immigrant asian women for some of yall to show basic human decency yall will post yellow squares but never treat poor asian women or asian sex workers with any fucking respect until their body is a site for ur shitty activism,2,1
ahoy 655 mkr 1436600 transfer spotted#defi #mkr,2,2
congresswoman wears hanbok at swearing-in ceremony honors korean immigrant mom ,2,2
house judiciary will again be led by nadler a firm supporter of the eb-5 immigrant investor program immigration and citizenship subcommittee will again be chaired by zoe lofgren one-time immigration lawyer against restrictionist measuresn,2,2
 wow how offensive you hate eh because the sheer idea of a white man being with a white woman bothers you thats sjw 101 logic if you like migrants that much why wont you take them to your home anyway get rekt by fact and logic #nosjw #trump2024 #trumptosaveamerica,1,1
 what has blm got to do with a muslim immigrant from syrian who slaughtered 10 white people,1,1
 what racism dude stop trying to start shit that isnt there keep your sjw thoughts out of star wars its that kind of shitty thinking that got us the shitty prequel movies,2,2
 it means were sick and tired of democrats trying to set the country back 50 years by playing the race card all the time,2,2
                         many iranian 2017-20 dv lottery winners including my family had their immigrant visa applications unjustly denied bc of the #discriminatory #muslimban crushing their hopes and dreamsnnplease reopen these visa applications and let families #reunite again,2,2
 but it was youre pulling the race card when it was black lives matter fuck these people,2,2
 is has nothing to do with racenthis bozo doesnt like sex workersnnperhaps consider a career change and stop playing the race card,1,2
 he is a black immigrant no ados people would call themselves immigrants,2,1
ahoy 1112 mkr 2246400 transfer spotted#defi #mkr,2,2
skilled immigrant #womenforcedtoquit their jobs due to astronomical #h4eaddelays by  came on streets of california during #womenshistorymonth to draw attention       ,2,1
 horrible i wonder why 24 people squeezed into the suv at all were they immigrant workers frat boys why,2,2
they pretended to be muslims and targeted immigrant owned business but of course lets ignore that because girl power,2,1
significant  style change illegal immigration is an acceptable phrase but the label illegal immigrant is being retired in the wall street journals news pages ,2,1
a kurdish immigrant committed suicide in a closed detention center in corinthos after 16 months in detention today instead of being released his detention was extended and he ended his lifen ,2,2
   its very simple you want to immigrate you follow the procedure if not you are deported very little ground for interpretation its like of got a dui there is no yeah i was drunk but im an immigrant and him doing this illegally undermines immigrant using the legal way,2,1
could you imagine being an immigrant in america right now who thought they were coming to a better place #usa #dcriots,2,2
just watched a news clip from the uk with chris ship regards the interview he had heard it is highly likely the issue of race in britain is going to be covered by meghan so brace yourself brits she will be playing the old race card again ,2,2
good morning  it has been 359 days since the government placed a travel ban on immigrant visa holders please exempt us from the travel restrictionsn#free_copr_post_march18n#letuslandimmediatelyn#canada_immigrationvisa ,2,2
the tlm lets anyone sell fixed-rate erc20 loans to maker at an interest rate set by maker governance at loan maturity principal and interest are collected and the interest is added to the maker surplus buffer which is used to buy and burn mkr,2,2
    the travel ban of post march 18 has since lost its relevance immigrant visa holders are being kept in limbo due to this rule   the time is now to review this rule and allow immigrants with valid visas to land,2,1
  i support her and i am a trams woman she was bullied about not having pronouns so she shot back she is not anti-trans she is anti-sjw and i love it ,2,1
   good morning  it has been 359 days since the canadian government placed a travel ban on immigrant visa holdersplease lift the bann#letuslandimmediately #free_copr_post_march18n nread our depressing situation belowhelp us ,2,2
 perhaps ash the killing of a young girl by an immigrant womanand other events,2,1
the rubni am a vegan pacifist who owns guns i am a equal rights advocate who endorse your right to say the word nigger though i hate the word i am a heterosexual male who has no problem with gays or trans people i am a trumper i am only interested in your freedom to be you,2,1
how are ur kids biracial and ur calling someone a nigger idk why u niggas keep breeding these white women,1,2
   stop playing the race card she is a nasty piece of work regardless of colour,1,1
my  review of blinded by the lightnna unique perspective of a young first-generation pakistani immigrant his sikh friend and rebellious girlfriend contrasting against thatcher-ism unemployment the national front nazis and relationships with parentsnn,2,2
 please feel free to steal it nn idk if u know but its actually an insult that gets thrown at queer people who get upset about different types of queer phobia in order to frame them as irrational and being hurt way too fast and tender kinda like sjw and im reclaiming lol,2,1
 i agree we cant depend on politicians to do anything but this tweet was mainly aimed at organizations that claim to support the entire undocumented community and only really support those who fit their narrative of a perfect immigrant,2,2
i hate all of sjw,1,2
within the categories of immigrant visas ir5 f1 f3 f2bf2a and mine f4 we find ourselves unable to attend ou appointment due to #pp10014 also adding the waiting time because since 2017 they closed nn of cubans in a migratory limbo #cfrp #dv2020 #dv2021 ,2,1
impeach convict remove ban from future office incarcerate for lifennrepeat for beavis butthead the witch-queen of tacky and slenderman nnand deport the einstein visa illegal immigrant porn model mail-order bridennand give mary control of the assetsnnfor starters,1,1
theyre gunna hook him up to an iv of immigrant childrens blood,2,2
 robert aaron long killed eight ahmad al aliwi alissa killed ten both used guns none was a white baptist one was a syrian for muslim immigrant both sound like deeply disturbed angry young men nneither should have been able to own gunsnthink  ,2,1
  probably because prisoners can already work on farms in existing programs the biggest thing was that farmers turned it down because theyd have to pay proper wages and tax for prisoners vs immigrant workers,2,2
  hes an illegal immigrant so they gotta go just like the women in bali right,2,1
rt   meghan played the woe is me and the race card,2,2
  player jorge tejeda came to the united states as a cuban immigrant unable to speak english nnnot only has he learned the language he earned a college scholarship and 36 gpa in electrical engineering and became an american citizenn n,2,1
and lets not play the race card plz whittingham is not a racist no matter how upset you may be,2,1
its easier to get citizenship in usa if you r an undocumented immigrant child rather than a documented childthe struggles of these kids r the same but the american gov only seems to care about undocumented kids and not care about documented kids #childrensmentalhealthweek ,2,1
  escaping the hell that is the #eu we should understand i suppose maybe they can be lodged with some of the virtue signalling nutters who clearly have never met a real illegal immigrant theyd last about an hour,1,1
  always nice to see two full blown white supremacists advocate for the rights of immigrant children,1,1
  dont make me laugh he going to jsil,2,2
 im not anti immigration at all however it has become a toxic subject and will lose more votes than it gains the benefits of immigration were hoovered up by billionaires rather than used to pay for improving infrastructure in areas of high immigrant population,2,2
in historic confirmation alejandro mayorkas is first latino first immigrant to lead department of homeland security ,2,2
one of the terrorist looks like a pinoy immigrant,1,2
as an immigrant who is now a citizen and veteran i can tell foreigners that the average american people are not represented by the scum participating in todays events they are the bottom of the barrel those who respect neither themselves nor others,2,1
you can read the full report on the importance of immigrant entrepreneurs to the uks startup scene ,2,2
biden poised to be the most pro-immigrant president since reagan via   ,2,2
mohammed anwars murder hits so hard bc i automatically imagine my father being in his shoes he was a pakistani immigrant dad a hardworking man just trying to make an honest living for himself and his family may allah grant him jannatul firdous #mohammedanwar,2,1
   so in your universal system if im a poor somali immigrant who gets dismissed from the hospital because i havent been able to find a doctor to take my communication seriously my remedy is the 1986 emtal act,2,1
  oh please give it a rest  sharon did nothing wrong neither did piers freedom of speech is a human right stop playing the race card please its boring now,2,1
its deeply immoral to call immigrant workers essential while deliberately excluding them from #covid19 relief we must restore opportunity and dignity for all people living in the us #careisessential,2,2
i say we bus every illegal immigrant allowed into america directly to washington dc watch how fast they would finish trumps wall,2,1
   she would know that if she read a fkn book for a change instead of trying to be special sjw on twitter,1,2
libya and the plight of illegal immigrants the man is a thief kill poor people take large sums of money and torture others until they die of starvation eventually captured by the government the murderer of an immigrant who lodges in a house to earn money libyans seeking ,2,1
  also pewdiepie said nigger and nobody gave a fuck but a basketball player said a jewish slur and got cancelled ,2,1
 when all else fails throw out the race card,2,2
  not him throwing in the race card because hes mad hes being called out ,2,2
 victim hate crime by neil bullock a dept that appears to placate the american blacknigger toxic whites too corrupt policefive years since ten illeg detainments gun nearly pulled me b king scenic 1900 block waiting his arrest uga grad 2009 half hispanic,2,2
teaching people from the wirral about what l8 actually is after hearing some absolutely disgusting comments about the area apparently were a bunch of immigrant criminals nn the community that im so proud to be involved in deserves recognition for how amazing it is ,2,1
one of the most alarming parts of the stonk craze is people pushing folks to buy anti-immigrant palantir  pltr  dont try to tell me youre doing some kind of net good by supporting corporations like this nncheck this resource from ,2,1
     its not a race card when its your real life,2,2
 ufjhfhhf im an immigrant here thoooooo import doggo,1,2
buy #bitcoin until its too latenn eth ada link aave doge uni mkr comp yfi egld crv knc knc xrp egld,2,2
imagine still talking about gamergate in the year of our lord 2021,2,2
lolshe had not 1 but 4 babies with a nigger,1,2
 not true i thought you didnt play the race card i just to be a fan brown people would have been torture and then killed  come on ,2,2
rt   so is this gamergate with us in the room right now jason ,2,2
  brown and may attended state schools our present four ministries of state are occupied by 1 grandson of a turkn2 daughter of ugandan asiann3 the son of a hindu shopkeepern4 son of a czech immigrant nyour point,1,2
#womenforcedtoquit their jobs due to #h4eaddelays is putting immigrant families under extreme mental duress and financial strain this needs to be resolved asap  ,2,1
more info on the  piece done with help from anti-immigrant activists sources saying the slip is controlled by  you must have permission to use it here is video of them videoing   1 ,2,1
 the usa allowed an immigrant to shit the constitution and hes not even white hes blond ,1,2
the worst immigrant ever,1,2
aside from the dis respect to hawaii and the true aborigine of hawaii  im getting immigrant sambo vibes from this account ,2,2
 what if you had the entire us immigration in like 25 cities in a country with the population of california and a habitable zone of chile and every immigrant was highly skilled oh also em capital flight,2,2
american policymakers and university administrators must take care that the united states remains an attractive destination for foreign students and immigrant researchers argue  and  more in ,2,1
     first of all - you dont know who i support second of all - i dont make excuses for biden or fan girl over him like yall weirdos do for trump third of all - i am so sick of this race card is a funny way of saying you too are racist shea your whataboutism is a bad look,1,2
 actress playing the race card and the sympathy card now attacking her white familynnwhat about the way she treats her white family she hates her white father and refuses to show him his grand son she blames her white father for her being mixed racennshe is an actress,1,1
 omar claims republicans are scapegoating her because she is a black muslim womannnwhen she cant win she plays the race card,2,1
 she really doesnt though this has nothing to do with her beliefs at all but everything to do with her grifting monies from ultra christians outside of ireland plus shes a racist anti immigrant fascist so she gets no breaks from us,1,1
for over 40 years  has been serving the growing latinx and immigrant population in ri check out their why video and consider supporting their mission on #401gives nnapril 1 2021 is just a short 35 days away nn,2,1
  disney took a decline for me in recent years i havent participated in watching their sjw crap  you got it 100,1,2
lawmakers plan bill to stop immigrant data sharing with ice #immigration,2,2
many realize i am a white guy my mother was an immigrant legally and my father family was here shortly after the war of independence now i am supposed to feel bad because i am white not one of my entire family has stolen a car or been to prison should i feel guilty,2,2
this guy has been around since 2015 gamergate and was a big early trump supporter wow this is a blast from the past,2,2
 but also lol of course not every man on planet earth the ones who i dont hate are aware that men are bad and that they arent included when i say that they dont have to prove themselves or be like omg #notallmen ,1,1
  people claim to be pro immigrant until the immigrants are from the wrong party cool stuff,2,2
380000 legal immigrants to the us stuck in limbo end the immigrant travel ban #noban #diversityvisa,2,1
this is difficult to articulate accurately but having immigrant parents that fled fascistcolonial violence does a really great job of teaching you to recognise how imperialism leads to violent nationalism,2,1
just because race may not have been the primary motivator for the killings doesnt mean that living in a conservative anti-immigrant and anti asian  community didnt push the murderer to choose the targets that he did,2,2
this nim not anti-immigrant im anti-illegal-immigration there are ways to come in and laws to follownnwelcome and congratulations  ,2,2
at the end of the day she still a nigger who cares man,1,2
going to purge my account again sorry yall some of you white people are seriously suspicious and enabling racism coddling racists if thats what you want to do you can dm me and call me a nigger fucking show yourself stop being wolves in sheeps clothing with your performance,2,1
   you appear to be agitated emotionally overwrought and now reduced to abusennsimple question what do think he meant by all communitiesnnwhen was the last time you played the race card,2,2
  its all they got failed white guilt ridden slob writers to play the race card nothing else  is bile,1,1
 he was a syrian immigrant maybe we should ban immigration,2,2
you forget how odd it is that matt gaetz calls nestor galban 19 - the younger immigrant brother of an ex-girlfriend whos lived whim for 6 yrs-his son in all of the rest of this the pedophilia stone the proud boys nn  nice friendnn,2,2
rt   basically if you dont want to do something all you need to do is play the race card woke america today,2,2
  im not an immigrant im chinese american thats born and raised in san francisco are you asian the chinese dont really consider you folks asian thanks for watching you shouldve watch the one with william hung hes the embarrassment to the asian american immigrant,1,1
ice ends long-term detention of migrant families delivering a huge win to immigrant rights activistsnn ,2,1
 knew it would be just a matter of time before the media started the race card,2,2
 yes consequence consider immigrant frontline workers saving lives trump forsook consider kids torn from parents at the border caged fed what exactly vs the qanon cosplay goon in your avatar who attacked our capitol jailed given organic food sweet caucasian privilege,2,1
1      we the winners of the us green card lottery 2020 who legally obtained immigrant visas under the diversity visa program 2020 in september 2020 now bear a huge risk of losing our six-month valid visas and our future ,2,1
ahoy 893 mkr 1175000 transfer spotted#defi #mkr,2,2
just found a new therapist who looks like me for the first time in my life ive been in therapy since 18 but always struggled to find a pathway to mental health with a woc therapist who could understand my identity culture and immigrant strife,2,1
  this nigger iz up 2 no good id keep an eye on him,1,2
 she didnt understand theres a pecking order in the royal familynwhen she realised there was and she was well down the list she didnt like it in short the queen charles william and kate are the stars and she had a walk on rolenusing the race card was inevitable from her,2,1
 attention to detail not many people know the meaningorigin nnbeing an immigrant myself i kind of understand how a day like today feels like again congratulations and keep up the work,2,2
ahoy 1422 mkr 3010900 transfer spotted#defi #mkr,2,2
  at least is not you know most of central america and south america or europe toofun fact they horrible over there but yes the usa is bad and im speaking as an immigrant not an usa citizen,2,1
  is that like saying all those who complained about locking immigrant children in cages should take at least one into their home,2,1
i was getting sick of cap anyway been flooded with him lately ill put him on the back burner till the sjw phase is over,1,2
jarring statistic on state dept immigrant visa processing in jan 2020 there were about 75000 immigrant visa cases at the national visa center ready for interviews by feb 2021 there were 473000  about 6x greater it will take hard work to reduce this growing backlog,2,2
 good morning   its been 359 days since the government of  placed a travel ban on immigrant visa holders please lift the ban help us out of this miseryn#free_copr_post_march18n#letuslandimmediatelyn#canada_immigrationvisan ,2,1
  unfortunately im not at all surprised nnim a black woman married to a white immigrant its amazing how often he is shown more grace in this country than i am hopefully youll take the time to think about who - and what - perpetuates this abuse youre experiencing,2,2
  all the funnier to me that my wife is a legal immigrant she had to have a job a commitment to no public support and a chest x-ray for tb at her entry ,2,1
  exactly me when i see another sjw,2,2
sexist criticizing the head of the anti discrimination agency for abusive labor practicesnnnot sexist keeping your 60 year old immigrant maid unregistered for 5 years and offering her welfare or a government job so she doesnt rat you out,2,1
 oh an recentlyon twitter a feminazi ,1,1
were celebrating women leading the immigrant and refugee rights movement leading up to international womens day on march 8th and all month long for womens history month nnmeet rovika rajkishun the interim co-executive director of the  ,2,2
 what a dumbass this was a syrian immigrant and trump hater but ok with your fkn bullshit lets just blame this one on biden and the hateful left rhetoric that encouraged him to do this am i doing this right,1,1
   terrorists are second rate citizens she left the country and contributed years of fear and death she shouldnt be seen as an immigrant shes a terrorist who if she comes back cant be trusted,1,1
 the big issue that no one is talking about is that theyve made it literally impossible to call a us government service regarding your status you have to use the internetnso if youre an immigrant to the us currently and you dont have internet access you are fucked,2,1
