user.screen_name,full_text,id
erikar38607817,@benmeyerink Do you honestly not know the difference between an illegal immigrant and a legal one? Americans appreciate it when people who want to become citizens of our country follow the laws of our country.,1382455254210510852
liz_c0ni,@awndrlndd 😂😂😂 immigrant parents are hilarious,1382455228717498369
EarlLandix,@Vanessa60926573 @FirstThemNEWS She's from the south and isn't a 1st or 2nd gen immigrant? She's not the 1st whitewashed negro in our community and she won't be the last.,1382455222627299329
LUCHA_AZ,"LIVE NOW: #EyesOnICE forum. We’re shedding light on a system that has devastated our neighbors, friends, and communities — and paving the way for a new era of immigrant rights.

https://t.co/CgEij6rzu3",1382455169804242949
perryskittles,"seriously y'all if we gonna play that sjw role then do it right. ""do your research"" energy??? gagging",1382455116763181061
IndivisibleMoCo,"The situation at the border is complicated, but the media shouldn’t cite hate groups to portray ""both sides."" When @nytimes quotes serial disinformer Center for Immigration Studies, it elevates anti-immigrant hate. NYT, stop citing CIS! #CorrectTheRecord #TruthBrigade https://t.co/kxsvk60I3r",1382455104809406464
vulpeko,@Lucian_Lutrae What's next? A nonbinary masc gay latino immigrant with an anxiety dissorder?,1382455103353880579
ShieldHero85,"Everyone in South Dakota who isn’t Native American is an illegal immigrant, including your dumb ass. Now, FOH https://t.co/UuwxPgD0SD https://t.co/TNorJVBFD0",1382455040426848265
Sliver_70,@govkristinoem Who comes to the US to live in South Dakota? Deadwood and Mount Rushmore are great to visit but no immigrant is looking for a home there LOl.,1382454965587828742
shaybutta96,Fuck this job. I love how my coworker can call me a nigger but I get written up,1382454959069810688
HamTornado,"@itssonoisy lol anti-immigrant, yeah they were welcomed with open arms as they manifested destiny with genocide across the continent",1382454831445598211
insumeatron9000,luz are you too much of an sjw to play those games i sent,1382454824151568390
MatanZeimer,So much admiration and respect for the entire @CASAforall team and the incredible organizing that you do to make fundamental change across Maryland and beyond! None of the critical immigrant rights legislation passed this session would have been possible without your leadership! https://t.co/ot1ATZR6va,1382454812839710725
IndivisibleMoCo,"The situation at the border is complicated, but the media shouldn’t cite hate groups to portray ""both sides."" When @AP quotes serial disinformer Center for Immigration Studies, it elevates anti-immigrant hate. AP, stop citing CIS! #CorrectTheRecord #TruthBrigade https://t.co/In8qYlok2j",1382454803847118848
EdBlackEsq,"@govkristinoem The Lakota tell me that YOU are an illegal immigrant, Governor. Any comment?",1382454780707151872
hawk_mai,@DidymusSeth @wcbestgayops @ArthurFleckman @0Ryzie2 @TheVikkiVerse @HrvojeG93 @SonOfColonel @CDK_GDD @MattBahr6 @Chaosyn @fyzzgiggidy @DarkGiftComics Man they giving you bad intel but nu cg isn’t as smart as they howl into the night like their wave feminazi... do better clown ...,1382454675472015360
csinclair76,@DCarcary That's Celtic fans war cry! Mental health then the victim card.  Takes away from the real people suffering. Not smelly pished millionaires🤷🏼‍♂️,1382454557209419780
LizSnyd83726601,@TomiLahren Tell us all about that bootie you found at the border. An actual immigrant bootie. Did you wear it home? Make a hat out of it? Use it as toilet paper?,1382454545658236933
Midori_en,"Thats funny, because you are the biggest SJW I've ever seen. You refuse to acknowledge any viewpoint as legitimate but your own. You twist w",1382454501769039880
dani_susanna,"@emmadeady @iamjohnoliver @TracyAllardUCP We need John to cover Albertan politics. There is legitimately 10/10 comedy - Shandro yelling about memes on a driveway, the failed COVID app, the Venezuelan refugee/immigrant food court story, LaGrange’s mask fiasco, Dreeshan and his MAGA pic... 

are we okay?",1382454457619808259
Iris3O4_,"@__mariaa7 @irymiriarte “My grandmother, the feminazi, fighting for her rights” https://t.co/HpB8SHQvlq",1382454451080953857
makare1,"@govkristinoem Considering how we are struggling to fill jobs,  I think immigrants would be great.  SoDak citizenry is either Native American or immigrant. I'm proud of my family's immigrant history.  I'm proud to welcome more immigrants even if they are considered illegal.  Legalize them!",1382454449185173505
Angelustomate,Why are rich people praised for learning multiple languages but immigrant children who fluently speak two languages by the time they're 5 are just expected to do so?,1382454307287658505
Nin_Thendo,"There’s a diff b2w a black man and a nigger 

https://t.co/O84i2tFvPn",1382454262114947078
StephendeR81,"@m_m_gao @Thepowerdresser My Wife being an OT, I'm super aware of this,  after a stroke people can lose the ability to speak learned languages are revert back to their primary language,  big reason I support NFP Retirement homes instead of all being public so that immigrant communities can age w dignity",1382454234143145984
Dez_MD,"Snowflakes Need ""COMFORT CLOSET"" To Get Through Day (SJW Woke Stupidity ... https://t.co/1egvVrhdlN via @YouTube #woke",1382454216397103107
Mike_Immigrant,@ViscountLe8ton I know 🤬,1382454087497711618
WeekendSportsUp,"@govkristinoem If you're an American your heritage is either Native American, Immigrant, Slave or Refugee. That's it.",1382454080832905221
KathyNature,"That airhead brain dead 💀 idiot has never picked up a history or geography book- 
unless you are a True Native American Indian or Alaskan -(the only TRUE AMERICAN 🇺🇸) You’re a 100% immigrant, too- Do your family tree or history -it might teach you something if that’s possible- https://t.co/ujyyYU6hJ6",1382454044036366336
mariaruazi,Y’all! Let’s make April 15th a holiday to honor our immigrant communities! 💛 @UNITEDWEDREAM is working to establish National Immigrant Day of Resilience. I just added my name to make it a national holiday. Join me &gt; https://t.co/cY77w2JYvc,1382454013803651078
myloVechild97,"To think those people are from DLSU? How embarrassing. If he wants to trash talk 875, they could have just done it privately. But he posted it on a public platform where people could see, and he doesn’t expect people to react to it? And now he’s playing the victim card here.",1382454004706205707
James49382,"@Jim_Jordan This all of President Biden's doing. Joe is a joke, if you didn't see this coming once Joe Joke got in office you need to blame yourself if you voted for this clown. He even said it in the debate what his plans are; ""He will let very illegal immigrant that want to seek asylum.",1382453990504464387
sharonl85017244,"Think what you want people but I am NOT in love with immigration to please kamala and nancy.  The american taxpayers are being betrayed, the immigrant vote will be the majority vote.",1382453982728163334
MaketheRoadNJ,"📰 MUST READ COVERAGE on the #Fast4Relief fight.

“I’m joining a fast lead by immigrant essential workers like me to demand relief. (...) I want to show our state what we are willing to give to have our humanity, our work and our dignity recognized.”

Read more ⤵️ https://t.co/cnm35kqLuf",1382453959240077315
gaypulp,@tomselliott I just don’t get how this isn’t a story of the American Dream.  She experienced bussing and is now the UN AMBASSADOR.  This is why every immigrant come here.,1382453935751921665
SilverMaid7,"@BeardedGent0 @WomenPostingLs Central american legal immigrant to U.S
Yea they are very weird with the witch hunting after christianity fell off",1382453928516796421
JimBalaban,"If @RepScottPerry had any self-respect, he'd be ashamed of this. His own mother is an immigrant from Columbia! Is this the best Congressman that #PA10 can elect? https://t.co/xxZ3rLzLBT",1382453895222468611
koenhetema,@PubExploit @FormaL Mad cause bad nigger,1382453880626155525
HakeemDaXtreme,Playing the public victim card after you do foul shit is so trash.,1382453870526394370
TransitCenter,"Panelists:
- Mizue Aizeki, Immigrant Defense Project
- Albert Fox Cahn, Surveillance Technology Oversight Project at The Urban Justice Center
- Carol Kuester, Metropolitan Transportation Commission (Bay Area)
- Tom Pera, TransitCenter

Moderator:
George Joseph, WNYC/Gothamist",1382453866365616130
JustFoodCoop,"Your April round up dollars support Rice County Neighbors United. 

This  non-profit does many things, including supporting workshops and classes for women in immigrant and refugee communities.  Every penny counts! https://t.co/BKqj2sM6ye",1382453739081113605
Paul20986783,Dawn it's got nothing to do with colour of skin. It's how well the job can be done. #racecard  #Peston,1382453738447724549
Nicoism_,@UrbanMaoism You know that meme about the nazbols being a mix of fascist and “sjw” is really showing here,1382453733615927296
RosalieStanton,@govkristinoem Explain how an asylum-seeker or refugee is an illegal immigrant. I'll wait.,1382453704079650819
TheWhyteNinja,"@govkristinoem Unless you’re an immigrant or refugee, right? https://t.co/f4iyFz3NYw",1382453700933914628
Melanie31892565,@RemiBald She needs to remember and acknowledge whose land SHE is an immigrant on. She really is a horrible person.,1382453644671520774
shxn_LT,Zionists really really sit here and play the victim card as they support the cleansing of an entire people and I’m NOT supposed to see the clear white supremacist roots within that?? ok ☠️,1382453583094943747
HaveFaithAmeric,"@TomiLahren Lets talk about pulling the ultimate race card 

The Republican party spewing a Big lie about the election being stolen and trying to disinfranchise Black voters 

When that didn't work they stormed the Capitol",1382453581073186817
Centrist2013,"@NBCNews
Winner of the weekly dumbest headlines and stupid articles. Racism won't go away until you stop playing the race card. Stop asking for special status bc of race in everything. Police were wrong.  I just suffered racism/ ageism by black man. So? 
https://t.co/a3Ec2LlAHM",1382453568259698688
kingchopit,@elkgolftracker @Outkick She’s a Ukrainian immigrant. They fucking hate communism because they lived it 😂,1382453540715687938
LakesFirearmsTr,"Talk to any eastern European immigrant in their 40s or older, they will all say the same thing. My two good friends (Bulgaria and Romania) see what's going on and they are losing their minds with what's happening in this nation and the direction it is going in https://t.co/3ZIIkISbOL",1382453534118064132
W3DoALilTrollin,"1) Fuck you racist trash

2) I hope any immigrant is spared the punishment of being anywhere near South Dakota https://t.co/T8lxhP67qt",1382453514660671493
reevesvisa,"U.S. Department of State publishes FAQs on the Immigrant Visa Backlog.
https://t.co/0tFBY9PzEN",1382453502992027651
jessecnelson,"Immigrants make this country better. Immigrants make this state better. To be American is to be an immigrant, at least for the majority of us. We rise together, as one: “e pluribus unum!”#WeAreOne",1382453501566070787
PghGreenLeft,"Grabbing headlines specifically to distract from current events like: more police murders of Black people, the military-like oppression of Minnesota state police against peaceful protest &amp; media free speech; continued caging of immigrant kids; continuing fossil fuel policy, etc. https://t.co/dOCYtNrbcv",1382453491545817094
SteveHa36177359,"@CoriBush low IQ liberal , race baiter , always playing race card , American people are tired of you playing race card.",1382453458851155970
Dion_Dixon_99,@govkristinoem What immigrant would want to live in a broke down irrelevant state? You can keep your white 'paradise' to yourself. 🤷🏿‍♂️,1382453438198415361
meaganrosae,Cindy is an immigrant grandma who just wants to make sure Michael has had enough to eat https://t.co/bslAgvXrlj,1382453408674820097
truckindawg1,"@OregonDOT Instead of segregating to only a blackboard, why not just say they are Americans? Again, way to go ODOT. Now or state transportation agency is playing the race card! Asinine",1382453277397188611
KnittersBlock,"Cops are supposed to protect us. The White Us &amp; the Brown Us &amp; the Trans Us &amp; the Immigrant Us &amp; the Muslim Us and the Juvenile Us &amp; and even the Criminal Us. 

Cops don’t get to decide who has rights &amp; who does not. If you can’t understand that; turn in your badge. 
#BLM",1382453246971772939
ultrapurwater,"Activate race card plus!

BLM founder Patrisse Cullors defends her $3MILLION property portfolio - including private jet hangar in garden - and claims she's not been paid since 2019 and questions about it are a tradition of terror by white supremacists'
https://t.co/geFTAc21ms",1382453213660581891
TruePat10906538,"@LisaMarieBoothe When you’re side is slipping, pull the race card.",1382453172493500426
mothcharm,"the goal is ~$6000 (the $5k quote is ONLY if the case doesn't escalate to court with *** and an NTA isn't filed. and then it'd be $6500 for both court appereances)

My mutuals saw me break down on priv in 5k but im so tired of being an immigrant lol i just want this to end",1382453100733161472
mothcharm,"https://t.co/2dbeZexGDL

I'm in the middle of the immigration process. I'm an afrolatine (ecuadorian) immigrant. Last week we found out we had a warrant from I*E at the end of our immigration interview. because of this the process could not be completed until the warrant is out.",1382453096455008265
BaylorLite,"@brenda_barbera2 @FOX23 What is racist about it?? Play the race card, always the lazy way out.",1382453096345788419
VComac,"Democrats and Biden, the Village Idiot, continue to push the race card. They continue to lose voters. Such a pathetic bunch.",1382453075890278401
genghis498,"@RanaForCongress @justicedems ""Trump like attacks""
Seriously u are a Google Executive who pretends to be a common immigrant, We don't need more bad faith actors on the Congress
Carolyn Maloney fought for First Responders, What did u do besides lobbying for Google?",1382453067057008640
awodaje,"@GetachewSS A black immigrant that promotes far right ideology is a sellout doing self-service that won't even serve self.
On the same line, a diaspora #OLF supporter calling non-Oromos in Oromia region 'occupiers' doesn't know the ground he/she stands on.
Hypocrisy never evolved.",1382453053568159750
bpolitics,Canada will start expediting permanent residency next month for foreign workers on the front lines of the pandemic https://t.co/S28rO0GQ4e,1382452964800016389
sleeperjoebiden,@PdFiOverPdXi @magi_jay Her big break was being Gamergate Mom so yes.,1382452961419407373
sebastiandimwit,"As an immigrant to this country, and naturalized citizen, fuck you very much https://t.co/CBZpOLoTa8",1382452949813645312
HereNowForever1,"“These immigrant essential workers have more than earned a pathway to citizenship,” legislators conclude. “In fact, a bipartisan majority of Americans agree that a path to citizenship for essential workers is the right thing to do. Essential workers are American heroes..."" https://t.co/cJsL9TJunt",1382452941991337987
RobertB17066253,@shuvlyluv @lydiakiesling All you’re doing is projecting yourself. You’re the sexist one. You’re also the one in denial about being wrong about me. A normal person would simply admit to being wrong and apologize. But not an insane SJW. You’re going to continue to play the victim because thats all you know,1382452925121884162
EmilyLogicrules,@govkristinoem Call me when you return the land you stole. You’re the immigrant sweetie. I know you’re not bright enough to understand but do try.,1382452913503555584
TheAiSmackDown,"I've been to South Dakota, immigrant or not, I tell people to avoid that state.  People are deeply stupid there!  Evidence in tweet below https://t.co/J3A235EZY3",1382452913239363587
_dreamofmetoo,"Its so funny to me how stans have been praying for our girly's downfall, celebrating every single ""fail"" of hers ever since she left that group. Only for her to be one of the most successful ppl in her demographic groups (latina, immigrant, etc) We know she'll continue to prevail",1382452900123738114
tutulovescoffee,@CH0CHOJI @corpsesstan @mirkocentral Help bc.... they use the race card where its not necessary.,1382452865185116160
ed_rodriguez4,@Outkick @DineshDSouza I don't watch MMA but I'm in with her as an immigrant of communist country I totally know what she is talking about and the hypocrisy of the left media in this Country that boycott democratic laws in Georgia but support @NBA relation with China and their concentration camps,1382452837272018944
MissCalhoun2,"@Angry_Staffer This is not tolerated in Columbia.Pentland is an outsider and is now in jail. Racism here is much more subtle, such as @henrymcmaster not helping immigrant children, and turning down expansion of MedicaidIf for those who need it. Pentland’s house will be for sale soon",1382452823435190275
SIGMAWARRIORUSA,"@JeremyAllenWes2 @YR22132120 @lindyli Immigrant means ""not White"". Melania is fine.",1382452820708835328
Kanin63824825,@govkristinoem Were your ancestors indigenous to them americas? I doubt it you immigrant👹,1382452793630347264
_bduoen,This is FACTS and y'all started this sht. Quit pulling victim card https://t.co/0hKMwl8WZC,1382452737984450562
WeldtoWrite,@JGreenblattADL The perp is an African immigrant. Who radicalized them? Because I don't believe you can blame this one on white supremacy.,1382452692094574594
Old_Mystic,"@_NachoSantana @RightWingCope Yes former and I totally agree. He was also a “devout Christian conservative” but with a heart full of hate and disgust, himself an immigrant and one time refugee from Lebanon that looked down on immigrants and HATED Muslims. POS indeed.",1382452678580609025
UnidosMN,"We will say this, many immigrant small business owners remain working class folks. Their family operated enterprises can often times be the only employment source available to them. 1/2",1382452673455259648
marsinious,"@govkristinoem Yes, every immigrant agricultural worker should walk out of the state right now and you should prosecute their employers. LOL",1382452656849948677
Walenga95,"Nigger told me ,he was studying in Ukraine, and I asked him to send me pictures in Ukraine, ombwa oya download omapicture , uh aeh 😂 https://t.co/Uw55yehjiZ",1382452603322257409
Gnerdicus,"@patriottakes The 2nd # is a fax.  I called the first # and got someone:

Me: Hi, I am an immigrant, I passed ,my test, I was told to call this #.

Lady: Congratulations!

Me: (6 times): But I was told to call this #, what do I do?

Lady (6 times): You did it, you called, congratulations!",1382452593687883779
sighsqueen1,@goldengateblond @NotHoodlum An an immigrant I can confirm your statement.,1382452579704004608
mountpomfret,"@RepScottPerry My immigrant father fought in 3 wars for America. WW2, Korea, Vietnam. Shut the F up. 

https://t.co/P8ezRwMata",1382452521516593153
blindwyrm,"once i accidentally walked into the men's bathroom and saw a man rubbing his friends back as he violently puked into the toilet and i thought ""wow truly #NotAllMen""",1382452501849464833
CoolBlonde21,"@SandyBeaches69S @Suzanne54837213 @realteecee True... Whenever the democrats want to take an enemy out, they pull out the race card or the other woman card....",1382452481578344454
Paul20986783,Here we go the race card is back out again. #Peston,1382452479997149188
Kelly96968695,"@goldengateblond She’s deluded. No states will be forced to take immigrants. Yes, immigrant displaced children are being relocated to temp foster homes. As with other fed initiatives, states will be offered incentives. I hope Noem intends to explain why she let fed $$ 💸💸",1382452466277609472
wild_forms,"also i've had a lot of xenophobic teachers. like, i didn't have an accent, but they knew i was an immigrant, so they doubled that down on why i didn't understand certain things - turns out it was dyslexia.",1382452433759113220
KokopelliEnt,"This will never get old.
When looking for sympathy and playing the victim card is defeated by your own ""double homicide""😀 https://t.co/pYtYYlLKMz",1382452412804390913
Saintsswimmom,LOL. As long as yoh are not an immigrant right KKKKristi? #Kristi https://t.co/x7Cj31v5yn,1382452393355350016
kurweezy_,"I swear this is some immigrant shit lowkey. ""Lets clean before the cleaners get here I dont want them to think we're messy."" 🤣🤣 https://t.co/xCJZoFDWXA",1382452381070286848
AdsButt123,Maybe replace the word 'Feminism' with 'Woke SJW Leftists'. https://t.co/kn9Y91rdWw,1382452328100462592
smnius,"I need to pay £150 something just to change my name on my BRP or else I get fined £1000 😒

Being a trans immigrant sucks",1382452316033409030
XincryptedX,"Spiciest opinion I still hold: Gamers are correct be outraged that SJW political bullshit is changing the games they love.

If you dont think women in any other art form should be censored/covered up, but you think they should in video games, you are a fucking inconsistent moron.",1382452296450244612
RMOPR777,@DavidBegnaud @AP But is He REALLY live in that neighborhood?!?!?! I want to know all the details! Why he was there? And why the army officer act lile that!?! Please more details! Not only the race card!!,1382452266435629056
krittercrews,"Republicans: The shriller you are, the better it is to raise money. Fundraising on marriage equality, transgender rights, immigrant invasions, and now cancel culture and wokeism, while warning of imminent doom. https://t.co/CdaZKRKoZw",1382452230993842180
pleighboicuzn,Blue Bell Homemade Vanilla could smack me in the face and call me nigger and I would still buy it,1382452200937385991
UnknownPatrio12,@Jony_Brasco @xufn @Breaking911 Ugh sorry little boy I dont roll that way but you aparently do🤣no surprise😷🐑I bet you play the victim card constantly🤣sad your dad failed to raise a man. Must be rough around his buddies who have normal kids that aren't mentally ill🤣that's gotta be rough,1382452171661312005
cherriewein,apparently me being on nd/lgbtq/sjw tiktok had its own perks.,1382452168700010499
intention_seer,"@TheDrDoomy @OrcDeath @AnComNezuko @brazilliongene1 @VaushV they're teaching self defense classes, de-escalating gang violence, organizing protests for immigrant rights, etc. What Vaush contributes to, I fear, is people shooing away these very active ppl because of some views they have that you won't agree with. That feels personal.",1382452158344351745
TomWalt14649473,"@edolon_don @Dirk_Diggler64 @FoxNews You’ve obviously never been in that type of situation, Apparently all you sjw are perfect and never screw up. We trained relentlessly and still mistakes were made sad but it’s reality. 
Daunte Wright had a warrant out for his arrest because he choked a woman &amp; threatened to shoot",1382452141235830787
Luvabum,@govkristinoem You are an immigrant 🖕,1382452117303099393
BluePatriotsWon,"@chris_notcapn If this is the same guy, he's indeed of Romanian descendants. That makes him an immigrant as well. Not a Native American !!! https://t.co/C8RTH1dBLy",1382452026194284546
Salashenko00,"@TheBaronSkelly @machinegirl0 @SmokeAndSomno They usually say: nazi, facist, libtard, sjw and pick me (used for black people who don't support blm)",1382451966324965380
ArgosObInt,"🦚 𝗩𝗮𝗻𝗲𝘀𝘀𝗮 𝗚𝗼𝗻𝘇á𝗹𝗲𝘇 𝗣𝗲ñ𝗮  🇻🇪

Venezuelan immigrant in Chile. Feminist, migrant and socio-environmental activist. She is currently president of the @MigrantesChile and member of the social organization Secretariat of Immigrant Women.

#MigrantsAreNotAlone https://t.co/14lcOOoE03",1382451935991717889
HiramTyler3,@BillKristol If I were a cynical and aggressive political brawler I’d find the immigrant parents and grandparents of some of these anti immigrant politicians and go after them with a brutality to destroy them and their lives. It’s how the game was played. And it would end this.,1382451877820895233
GioIsAReal,"Are people gonna point out that Shitty News and Shitty Journalism enabled Trumps 2016 election, and QAnon due to the pure distrust the media earned from the general populas or are we just gonna blame gamergate? https://t.co/utuseL2R90",1382451830643429387
moosestreet33,"@govkristinoem How #American 
of #GovernorNoem!!
#KristiNoem says
I GOT HERE FIRST!! 
#Kristi shoots herself in the same righteous foot she regularly sticks in her mouth.
https://t.co/jQf3UNtNOn https://t.co/9sdOK7y32J",1382451788469710848
Jeyansahin,Its not playing the race card. Its the absolutely silence when Mane is our best front 3 player (happened plenty this season). When its confronted people scream hes bad this season instead of agreeing or admitting https://t.co/5OPdZVAZig,1382451749018034177
christaylor_nyc,Maybe she forgot Jesus was an immigrant on the run ... https://t.co/g3KYFJ1TIx,1382451735181004800
dms8722,"@shaTIRED Also in Catholic HS geography class answer to a question was ""Niger River"". Girl put up her hand looked at me and said ""Sorry... it's the Nigger River"". The teacher, who was also poor white trash, never corrected her...",1382451734803517440
vampO_o,"@pat_mushroom @nekyoh great acting doesn’t include saying nigger, pat 😭😭",1382451730563096579
localkamel,"he genuinely made it as an immigrant w no papers nun, got his mama &amp; family out the hood... ya can rllly do anything once u put ur mind to it
love my 3amy",1382451719309815817
Vincent_Armor,"Shame on you Greenblatt, implying some right wing Nazi type did this.  She was murdered by an AFRICAN IMMIGRANT. https://t.co/NoMSTDp09N",1382451705321783299
tigerlilly1122,To my indigenous friends and immigrant friends you have every fucking right to be here and im sorry that people don’t believe that you matter in this country and fuck whoever says you aren’t because every immigrant and indigenous person I have met are the hardest workers,1382451678872485889
ErgAhmad,"@CAIRNational @NoMuslimBanEver @DeanObeidallah @NihadAwad @RobertSMcCaw @IlhanMN @RashidaTlaib @RepAOC @RepAndreCarson @MuslimJustice @bridgeinit @TheMuslimGuy Diversity visa winners 2017-2020 denied by Muslim/African/Immigrant Bans should've been lawful permanent residents of US. A new bill like the one in 1998 will help them. Congress needs to act.
#I_Want_My_Miracle_Back 
#MuslimBan 
#NoBan
#DV2017-2020 https://t.co/Q07Xc81bJc",1382451622677245954
klizana,"@filmdevelop That sound delicious 😋 I got an amazing lunch, Tamales with a salad from a kitchen incubator for immigrant women. That's one of my favorite things about living in San Francisco, the food is so good!",1382451574270611456
tutulovescoffee,"@inosakugobrr @CH0CHOJI @corpsesstan @mirkocentral She did not! @CH0CHOJI  just made this whole thing up. 
They kept pulling the race card when no one was being racist.",1382451553970188291
jitt2r,@cozellaaa @fIoxkins she can call me an illegal immigrant and tease me for my papers all she wants,1382451552858697728
YaaAsantewaaBa,"@Cat_Lance And also they are used to being able to travel with no restrictions. When you can just come and go, you wouldn't consider yourself an immigrant but :/",1382451541395771395
factgasm2,"The Largest Immigrant Groups in The United Kingdom by Country of Birth
https://t.co/KOTQYykYAf",1382451524031320064
ArborwayI,"Canada held its Express Entry draw on April 14, 2021, inviting a total of 266 eligible immigrants to apply for permanent residence. 
#ArborwayImmigration #Canada #Immigrant #Immigration #ImmigrantsAreEssential   #ExpressEntry #PNPDraw  #PermanentResidence

https://t.co/Cau24PrpIc https://t.co/Y1ILfLtKDn",1382451502325841921
slattlivin,@gomeslfc Call me a nigger one more time... https://t.co/blrYD58vml,1382451489516437506
mexican_sunbro,"Wanna punt people who say sjw, woke, or chud unironically. That culture war bullshit is fucking stupid I just wanna eat asian chicken, watch Vtubers and tokusatsu, and play Monster Hunter.",1382451479794028546
jayhammerchamp,@rick_martial @nypost Such bullshit. Tell me where. Where are the areas that are sliding into deeply racist ways of living? Georgia? Most states require ID to vote. The dems are mad because they're afraid they'll lose illegal immigrant votes.,1382451478850273282
Josemor11350147,@sarahlgorden Sounds like my more fake race card playing. If the guy wasn't ur boyfriend n attacked u then he be fired,1382451452648566787
erimikat,@joshgothpoetry my professors wanting me to dig into my parents immigrant story like lmao no bitch wtf,1382451399317803008
MonicaSmith33,@govkristinoem You forgot you’re a immigrant TOO CRUSTY CRISTY,1382451398789464065
ibn_baidha,"@govkristinoem Policy preferences aside, you can be a legal immigrant without being an American. 

Granted, you've never met an immigrant nor dealt with the immigration system, so you wouldn't know. But I suggest reading up on it before seeking federal office.",1382451391944400902
gobe_joe,@SamSochii @GatissJudy immigrant 5th column will have to be repatriated,1382451330602663937
aquaant,@InstantMichaels @LeaveEUOfficial Why are they leaving en msss the wlrld cant house all the people in one area. It woyld lead to unrest and possibly more. The mass migration of people even by the illegal immigrant entering the UK are unacceptable and theses should be sent home,1382451329407320064
m_m_gao,@StephenBB81 @Thepowerdresser Especially seniors from immigrant communities. Some of them don’t speak English and forcing them to live in a retirement community doesn’t seem like a good idea.,1382451322138529792
tanyeeezus,Racist white people think cause they jerk off to ebony porn they’re not racist... we suppose to believe you not saying nigger when you’re beating your meat? Ok.,1382451312495894528
victoriajbd,"@CathyOhrinGreip @UmbassNostrad @davenewworld_2 and in Ireland's case, where he's supposedly living: DUMP THE RACIST IMMIGRANT",1382451259542736897
oldpuddylover,Reminds me of “run nigger run” https://t.co/llyBYNwFcu,1382451244174770177
APRN1119,"@govkristinoem Was your ancestors immigrants or are you completely Native American? Maybe they should have been block. And before someone says they were “legal”, unless they came in the last 50 years there wasn’t a “legal” immigrant, just immigrant.",1382451231612825602
thejoneskhan,@RepChrisStewart @POTUS https://t.co/H4BKL67qFP You were pretty quiet about the border patrol breaking the law and separating families under trump.,1382451187438419972
amskidam44,@JoeBiden problem with Democrats they love to play the race war always trying to keep us apart don't fall for that we are all equal . The race card they always play it every two to four years I hope that we see that and were all tired of it,1382451134783221768
PedroLa25795316,@TravelGov why not open more embassies in Mexico to immigration cd Juárez is the embassy with the most delays in the world there are 8 more embassies it would not help the distancing and security of the personnel delays in Juárez are a torment for legal immigrant families,1382451115610886144
vampumi,LIKE NO BAE IM NOT GOING TO BEFRIEND PPL WHO SUPPORT AN IMMIGRANT HATING PARTY NEVERMIND ALL THE OTHER HORRIBLE SHIT THEY DO R U MENTAL,1382451103636262915
vampumi,"me, a literal immigrant: i hate tories
random bri ish person: BuT wHy 😩 😣 yoU cAnT 🙏 hAtE sOmeOne 😐😮juSt bC of ThAt🖊😮😮",1382451102449274882
AmerIndependent,"The #NoBanAct advances in the House, a step toward ensuring that the US will never enact another Muslim ban again. 

https://t.co/VoNqUGwwRN",1382451097734942727
hashtagparade,"@govkristinoem Hey, Kristi 

You're the actual illegal immigrant. 

What's it like being that obtuse?",1382451093909741573
sundene,"@govkristinoem It's unbelievable to me that anyone could be so proud of being so ignorant about their own country, let alone the history of their own state.

You are the immigrant. How do you not know this?",1382451070006390790
undercovtea,"@TheTalkCBS Unfortunately we’re teaching our youth that they don’t need to comply with rules, they don’t need to obey the law, they can use the race card at all times. It’s a scary future we’re looking at.",1382451053598216192
ChinaFocusBlog,"We're excited to announce the China Focus 2021 Essay Contest winners! Check out this week's winning submission on the US's top immigrant talent written by @shaunkeee from the @PKUYCA: 
https://t.co/DGuTXCUEb2",1382451045008220162
jamie_b_yc1,Unless you’re an immigrant https://t.co/wFNVBXt0zQ,1382450992877166593
twatterisstupid,"I could solve the immigration problem with simple legislation that states,  “if you are an immigrant and caught breaking the law in the United States you will be permanently denied US Citizenship.”",1382450959528423424
dmsmfc84,"@bf_craig Fucking VILE to the core! Always playing the race card these days when in REALITY they’re NOT ALL victims, but actually bullying, violent savage animals! Let’s see the fucking TRUTH! Instead of hiding behind some dead crackhead from American!",1382450930633863176
fup73,@hrw Nope can't imagine that any more than I can understand why western Police don't stop it in immigrant communities ... 💩,1382450927198609413
brettenator,@valhallabckgirl @angelicabastien @vulture Probably the only good point in the piece. The SJW community needs to throw the 'brown/black bodies' phrase in the trash,1382450925495754752
sharonl85017244,"IMMIGRANT PARTY IS DEMOCRAT, American people party is Republican.",1382450846814855169
khosilicious_07,"@_usernametaken @ZintleTolom I've tried that before and it backfired....nigger was clean and well taken cared of but he was also generous he fucked the whole Soweto and made babies everywhere 
I told myself nevr again...every man for himself",1382450781371179010
CalthRespecter,"@LinaArabii @apex_simmaps You’ll notice that Ian doesn’t stand for anything, he was an SJW before this grift",1382450742938730500
shhshshrrr,"@jpandikiu @PaulMitchell_AB as an immigrant, I already know three languages. But why does french matter here in Canada? It's not useful.",1382450742854873088
ServicesWoodson,"Snowflakes Need ""COMFORT CLOSET"" To Get Through Day (SJW Woke Stupidity ... https://t.co/V3Os3hXAKX via @YouTube",1382450738224263169
Democracy_Spot,"📣  IMO | To South Dakota's #NativeAmericans—ya know, the civilizations that were there thousands of years before a white person ever showed up— YOU are the illegal immigrant, Miss #ScienceDenier!

#HonorIndianTreaties https://t.co/6Eoi2TEkIa",1382450730288742401
